"NPV","Cashflow1","Cashflow2","Cashflow3","Cashflow4","Cashflow5","Cashflow6","Cashflow7","Cashflow8","Cashflow9","Cashflow10","Cashflow11","Cashflow12"
-44926.7543656173,-22405.4410614831,-2419.39755587438,-1707.51661130964,-2403.8644038218,-1854.82038152944,-1859.5000757685,-2476.49230826976,-2449.36325689835,-1906.28020868689,-1846.27428802817,-1757.40108630044,-1906.35152086637
-202931.04008302,-36128.5080700415,-15104.0483843693,-15221.9572348871,-15110.3015845672,-15192.5114237059,-15160.9929464404,-15246.7862219226,-15642.1947170417,-15257.3925276096,-15118.755038605,-15139.4904119716,-15109.0927243982
61407.571650543,-13745.1820868833,7096.40319110834,7089.72181586605,6946.14157351448,6970.48051123659,6507.65256678771,6600.37508926848,6957.88687358738,7073.06043601094,6518.03753234028,7042.90486624662,6574.02114204654
21326.4875095058,-14689.6575721387,2955.39200877234,3353.6401395807,3422.76214305349,3435.16238578968,3441.55942683254,2944.91553127891,3488.94289370711,2919.6895696117,3325.1327865887,3479.22035261383,3358.48693904874
23735.4831527245,-15930.2811953029,3745.46479583754,3695.18051175059,3554.34476389807,3666.77679227424,3783.86092656451,3832.71605203122,3106.30098876629,3896.82967988195,3182.62188546307,3707.70726849711,3612.08235572988
42419.4708783138,-15374.7253538295,5355.60035818635,5367.02873504032,5399.66219762271,5416.67622127107,5257.05223230944,4685.24765797764,5600.18108213344,5330.7398095342,5303.43415193526,5419.98578438934,4830.85096198639
122075.642692153,-8268.54472297308,12108.7655071684,11817.4461115185,12134.0081396205,11442.0086329512,12107.389092555,12076.090959695,11939.7257876157,11375.0525675793,11937.0548224471,11986.5173014559,11810.6332094104
-133807.018225477,-29185.0569689434,-9771.97962571744,-9437.39185716858,-9247.2247233015,-9378.1271107478,-9371.86591218797,-9946.29703157206,-9237.61255432837,-9850.77576167362,-9377.46398185638,-9883.99269463704,-9434.00597798087
148995.187634769,-4777.28102367416,14110.5779551567,14133.9334321354,14316.9215292314,14222.2116740537,13500.4475185239,14495.6069948239,13678.6712337415,14251.7142701588,13703.0797877508,13473.7922723003,14345.6789311988
-66039.756195841,-23761.8606871721,-3542.44928031605,-3639.97618601995,-3656.59875307322,-3682.01993073794,-3566.13483159093,-4165.95606454148,-4096.66362347879,-4030.06952552842,-4216.00817182672,-4234.81684333862,-3576.87047221651
152642.815944913,-6149.25265048339,14708.3741508909,14187.8900661089,14162.1094107519,14680.7973899687,14295.0801122754,14691.3310344033,14839.2405575437,14713.5642128684,14243.1215012148,14188.1834992269,14559.2043379529
36567.4932898057,-13185.0338010023,4291.31935801922,4792.07509121399,4606.41528105771,4688.77330485579,4700.92378641359,4171.69944965746,4542.30765138565,4122.46737349481,4419.49323651678,4693.56063783272,4873.20450927399
-121494.396604748,-26445.9673976468,-8548.44348801596,-8636.53836597811,-8556.56632150061,-8623.95240209097,-9135.96105866125,-8586.53882352723,-8536.5531780563,-8512.32698934148,-8569.21754332998,-8478.41019209813,-9150.09861106391
33049.9026287879,-14327.026469597,4292.20516323382,3954.6975721752,4088.51366090772,4386.02541310977,4496.03742400293,4402.87098970937,4415.91712796871,4345.29685460634,4449.48667739168,4375.73467494946,4313.74976780902
-87543.8355696389,-25084.0807363903,-5580.2650155389,-5498.28653127624,-5891.01864055382,-6019.09129707661,-5482.74509577508,-6071.54402008588,-5489.4249901665,-5494.60139438204,-5651.84734438753,-5981.00922201982,-5487.31049576231
25346.3598950946,-13897.0430972891,3652.2246511624,3603.98243051118,3629.82877587149,3558.54627118885,3540.92924567579,3578.4603148475,3853.19766769999,3301.64634007782,3162.13917429917,3706.70985590106,3773.27178477312
20488.8362991042,-16934.3022445511,3480.65124356719,3470.11408900568,3364.01465403807,3521.02698687938,3440.36432885929,3401.91031650314,3453.23959466099,2981.88601040901,3535.58055155679,3439.84531495258,3446.44668230265
-40038.5641073865,-20668.1690387583,-1607.34326079061,-1791.70997514559,-1705.30657815237,-1732.34774875089,-2221.95116624161,-1734.05323771973,-1757.88812134093,-1822.50815599561,-1793.81435451328,-1583.99299055418,-1677.39077369461
78245.9717274269,-11182.5877347366,8246.39908916937,7717.78580722556,8501.16622431147,8434.51259180022,8352.90309090327,8322.90775437096,8094.2092050834,8183.44993431339,7660.23350748436,8316.87526763248,7865.23113848893
232723.105681729,2822.73393944431,20590.7161082066,20693.7809969015,21299.9204114569,21130.3816511903,21215.8261067109,20722.9692475845,21123.6126115982,21240.6129905072,20699.7561103888,21164.4800990402,20708.9937335017
127500.732265105,-8228.06759750505,12185.0428276251,12395.2245818158,12196.0834467556,12407.8320765481,12492.8341821069,12505.518725193,12592.8638310416,12483.1955760566,12473.8551666339,12379.0135448299,12024.9725811235
200862.02049902,-1846.57712459641,18534.5095295014,18634.7929182668,18465.628081974,18468.6511386687,18608.4482792953,18472.4010148507,18673.9345787031,18288.2785345544,18583.3124940423,18648.0427978708,17937.7955484457
-175864.396814398,-32502.7016429582,-12941.4057609957,-13353.3890549282,-13230.1819528175,-12965.5581330844,-13033.8420957583,-13337.7292115827,-13422.8452354226,-12874.7944664487,-12903.8593235949,-12836.645042295,-12890.3427959431
234387.784020731,2100.96842103021,21335.5364541161,20823.9644260275,21349.9406583597,20811.8563153112,21387.5707694309,21452.9383049668,21269.5621104882,20857.3280370684,21193.7064807845,21253.6429668203,21248.604110192
89421.3887538715,-11776.6059849357,9483.77257047602,9396.44092792804,9300.80262145118,9270.40165526818,8837.3428420265,9299.41865312785,8852.7680172375,9435.09087591477,9316.78740632696,9378.74054962928,8929.04928864988
-4712.36874865858,-17982.7833203307,801.70145484426,1391.14621756817,1256.08133130082,1300.23404777879,1165.89876316381,1239.70831617861,1284.22748473723,1274.17361831879,1398.85580051388,1260.73245940771,937.82747818518
-20919.9241621421,-20175.2863626445,-457.923895999862,89.1933228270718,137.115855110038,156.164060914976,130.250984862629,-399.047148946913,-393.491378099112,53.0731337325851,150.967170840217,113.12989536659,-326.272048642139
240879.087312103,1290.19283079433,21890.1242690524,21955.2617658909,21962.8109443083,21988.4606552283,21970.7154177208,21397.5556607834,21429.1063610529,21900.8803296023,21928.5568224349,21989.8131524994,21894.6442483048
-131133.018847761,-27656.6624548402,-9369.98705143751,-9480.67486893947,-9298.21794335381,-9312.62914887128,-9232.09659621227,-9838.20253723347,-9322.19604188162,-9432.15902558732,-9317.21848230954,-9917.73492226209,-9266.73640531007
-69372.3844094222,-23158.4682485615,-4110.93288113322,-4663.16126500155,-4189.38654630219,-3979.41659557907,-4119.81505688691,-3994.26555086664,-4068.53510968112,-4124.76218304074,-4847.9927822112,-3994.35527712587,-4260.19250728926
225810.401691166,1867.94398715641,19996.46549849,20549.182659865,19954.0815112932,20673.5700225149,20449.5405939202,20519.5071361502,20600.940983499,20648.9063205327,20486.698286212,20341.6974535935,20395.6884907888
135749.074950448,-7046.2088527209,13096.7700545239,12861.2667766012,13236.4299725889,12676.8117640245,13156.8616900252,13141.8610320423,12527.7872566166,13378.5105286796,13209.0850067197,13156.728427642,12782.0644425684
215861.901031523,-228.196135625214,19154.8697676792,19860.171541855,19641.3004180785,19993.7503155395,19692.7485048742,19680.4205627682,19773.3362515048,19657.5042028668,19606.5752262583,19774.5625225598,19905.0247056554
26672.6762990222,-15198.1916719448,4016.8088597485,3921.28970480466,4121.61690009263,4007.93608421676,4036.56993872544,3450.5199568038,3536.30841512505,3439.4022658173,3428.10612303241,3951.60919867752,4084.78811142605
43916.6110428188,-14481.3711333565,5264.49345921216,5330.49076314986,5336.99501891229,5368.14988816633,5272.34025664822,5287.40263948787,5581.9039425872,5045.21749379475,5529.33535234569,5389.46837780905,5167.52116274634
-79181.0395592103,-23728.4859390761,-4866.65088164042,-4718.48874634721,-5258.88460172328,-4630.68634149741,-4974.22829706242,-5427.42196353909,-4842.31076106995,-4904.79190781204,-5432.30391920797,-5257.36422263677,-5308.56814681673
62011.9589200059,-11806.2476714484,6261.59159607752,6841.31624691491,6252.35082430542,6665.31164483307,6752.33922508327,6931.45487630682,7015.57704937115,6762.45294783496,6992.64036523068,6842.44704870979,6724.86416384426
89181.0959414284,-10310.4335681243,8732.46791717509,9351.7986508655,8721.5007129231,9176.14369097801,9287.4998129407,9194.01710448518,9262.51467745245,8807.41853032271,9178.06294254745,9437.81946992213,8641.2582537178
43945.4544179972,-15412.3752751916,5479.67700937044,5484.12242273251,5440.48957117405,5508.31700473513,5359.11871265649,5480.05081562574,4969.92488442354,5469.74450758786,5497.45215269116,5471.60974878803,5375.11015239438
4003.78944337482,-16041.3573310583,1822.51365970027,1928.18450145486,1849.4767313253,1880.16472511488,2028.58321466771,1567.69443392407,2015.33996162809,1825.96223719401,1939.13281329675,1806.33017251809,1440.82672165023
189917.416257639,-1691.02161396874,17056.6706715095,17678.4693551417,17540.5424460728,17672.4760487773,17796.6085316858,17476.6339921855,17500.7879738137,16912.4427504768,17629.2492508184,17449.863651238,17469.7989979085
58901.1409139122,-13152.0292491268,6623.12663880549,6177.93873814027,6103.23972436379,6804.84120240918,6649.62883782363,6821.36158560916,6715.80362919802,6671.58935655691,6101.19938638755,6796.82241381067,6805.54873335407
224472.326397817,1705.63128360889,20189.8311188725,20290.3659353363,20249.0911561321,20322.4161600088,20394.3999137115,20233.7850801073,20311.1487889219,20427.8164647391,20221.792995168,20404.2666931293,20391.392110047
-30538.1458940374,-20211.667636603,-949.816870277107,-861.191472794395,-1032.07616646204,-985.013504471666,-899.770850562316,-955.182919228493,-991.975445456577,-826.124980243141,-897.310264375803,-934.189002362247,-1024.85053810909
6186.08272829047,-17084.8829994523,1698.80196785339,2304.96659006306,2270.88609284433,2163.92424185656,2198.66383872564,1682.60526987104,2127.83030566035,2254.19195240244,2143.52536351109,2274.45478121855,2222.09717991358
13694.5926458291,-15009.2138929546,2584.26893567132,2743.14609596524,2671.84221770699,2643.91834335464,2853.22683152256,2781.23078386638,2482.2632755223,2696.45980008956,2211.38640579364,2579.16919536607,2541.82092377215
-9105.69937386547,-17490.1284092249,746.540679074198,782.381719789766,908.946034704415,889.243133027783,811.16651212264,792.003009867825,218.2724022002,737.906698842999,790.15392487542,823.059008719974,909.79297491382
61679.1810128731,-12519.9139965522,6926.24857969447,6771.90861066943,6896.99352551874,6758.32657957926,6792.21492263342,6843.41958870151,6279.26624986898,6724.97674394542,6819.36634775964,6815.54238149864,6792.96133685056
196473.55966388,-2189.40126246995,18246.3172608321,18277.1154639049,18148.849675927,18419.4835879162,18238.2944320951,18285.9182104889,17967.9045466079,17526.8342300005,17706.5374574298,18316.1317474092,18124.1408815767
-174095.409538817,-31428.3599296703,-12852.1806309961,-12707.7417521216,-12823.8674942066,-12797.8906637495,-12903.1701515493,-13282.3392025308,-13304.7425250187,-12919.4724847976,-13333.4235113228,-13373.9185224374,-12798.9467823146
178213.24205847,-2223.54203980221,16713.4781525696,16548.7437809764,16486.4908987937,16464.0059880119,16459.107228359,16027.5398208633,16519.0624569451,16606.4599072247,16076.6498591352,16628.271608071,16447.787413081
-40734.0747169106,-21367.8912359707,-1788.23245439515,-1669.8894732568,-1816.06982410148,-2066.34874628506,-1802.3634447931,-1779.53596527164,-1620.0894228496,-1590.61078382334,-1709.23205041506,-1738.31914144564,-1843.18624715426
268760.471798996,4166.87851832488,23563.4993562341,24186.5312367294,24386.9353945343,24061.442800368,24393.6729642615,24079.2316020088,24127.1266154882,24301.8469814888,24266.4239159563,24400.5641614245,23621.261185939
-94656.183914452,-25085.7782840534,-6246.91006933127,-6345.3662411632,-6294.23119265225,-6303.72333437092,-6271.14806677859,-6252.4314837079,-6281.09638757313,-6331.92158486224,-6332.51202399116,-6860.40397224751,-6260.70086577209
